Date/Time,Vent Temperature,Ambient Temperature,Temperature Difference,Vent Position,Column5,Column6,Column7,Power Output (W),kWh Output,kWh Total
Mon Feb  6 10:49:13 2017,35.687,-0.125,35.812,TRUE,1893.559,0.142,,1893.559,0.142,0
Mon Feb  6 10:49:15 2017,35.687,-0.125,35.812,TRUE,1893.559,0.142,,1893.559,0.142,0
Mon Feb  6 10:49:18 2017,35.687,-0.125,35.812,TRUE,1893.559,0.143,,1893.559,0.143,0
Mon Feb  6 10:49:21 2017,35.625,-0.125,35.75,TRUE,1890.281,0.143,,1890.281,0.143,0
Mon Feb  6 10:49:24 2017,35.625,-0.125,35.75,TRUE,1890.281,0.143,,1890.281,0.143,0
Mon Feb  6 10:49:27 2017,35.625,-0.125,35.75,TRUE,1890.281,0.143,,1890.281,0.143,0
Mon Feb  6 10:49:29 2017,35.625,-0.125,35.75,TRUE,1890.281,0.144,,1890.281,0.144,0
Mon Feb  6 10:49:32 2017,35.562,-0.125,35.687,TRUE,1886.95,0.144,,1886.95,0.144,0
Mon Feb  6 10:49:35 2017,35.562,-0.125,35.687,TRUE,1886.95,0.144,,1886.95,0.144,0
Mon Feb  6 10:49:38 2017,35.562,-0.125,35.687,TRUE,1886.95,0.145,,1886.95,0.145,0
Mon Feb  6 10:49:40 2017,35.562,-0.125,35.687,TRUE,1886.95,0.145,,1886.95,0.145,0
Mon Feb  6 10:49:43 2017,35.5,-0.125,35.625,TRUE,1883.672,0.145,,1883.672,0.145,0
Mon Feb  6 10:49:46 2017,35.5,-0.125,35.625,TRUE,1883.672,0.146,,1883.672,0.146,0
Mon Feb  6 10:49:49 2017,35.5,-0.125,35.625,TRUE,1883.672,0.146,,1883.672,0.146,0
Mon Feb  6 10:49:52 2017,35.437,-0.125,35.562,TRUE,1880.341,0.146,,1880.341,0.146,0
Mon Feb  6 10:49:54 2017,35.437,-0.062,35.499,TRUE,1877.01,0.146,,1877.01,0.146,0
Mon Feb  6 10:49:57 2017,35.437,-0.062,35.499,TRUE,1877.01,0.147,,1877.01,0.147,0
Mon Feb  6 10:50:00 2017,35.437,-0.125,35.562,TRUE,1880.341,0.147,,1880.341,0.147,0
Mon Feb  6 10:50:03 2017,35.437,-0.062,35.499,TRUE,1877.01,0.147,,1877.01,0.147,0
Mon Feb  6 10:50:05 2017,35.437,-0.125,35.562,TRUE,1880.341,0.148,,1880.341,0.148,0
Mon Feb  6 10:50:08 2017,35.375,-0.125,35.5,TRUE,1877.063,0.148,,1877.063,0.148,0
Mon Feb  6 10:50:11 2017,35.375,-0.125,35.5,TRUE,1877.063,0.148,,1877.063,0.148,0
Mon Feb  6 10:50:14 2017,35.375,-0.125,35.5,TRUE,1877.063,0.149,,1877.063,0.149,0
Mon Feb  6 10:50:16 2017,35.375,-0.125,35.5,TRUE,1877.063,0.149,,1877.063,0.149,0
Mon Feb  6 10:50:19 2017,35.375,-0.125,35.5,TRUE,1877.063,0.149,,1877.063,0.149,0
Mon Feb  6 10:50:22 2017,35.312,-0.062,35.374,TRUE,1870.4,0.149,,1870.4,0.149,0
Mon Feb  6 10:50:25 2017,35.375,-0.125,35.5,TRUE,1877.063,0.15,,1877.063,0.15,0
Mon Feb  6 10:50:28 2017,35.312,-0.125,35.437,TRUE,1873.731,0.15,,1873.731,0.15,0
Mon Feb  6 10:50:30 2017,35.312,-0.125,35.437,TRUE,1873.731,0.153,,1873.731,0.153,0
Mon Feb  6 10:50:33 2017,35.312,-0.125,35.437,TRUE,1873.731,0.153,,1873.731,0.153,0
Mon Feb  6 10:50:36 2017,35.312,-0.125,35.437,TRUE,1873.731,0.153,,1873.731,0.153,0
Mon Feb  6 10:50:39 2017,35.312,-0.125,35.437,TRUE,1873.731,0.154,,1873.731,0.154,0
Mon Feb  6 10:50:41 2017,35.312,-0.125,35.437,TRUE,1873.731,0.154,,1873.731,0.154,0
Mon Feb  6 10:50:44 2017,35.375,-0.125,35.5,TRUE,1877.063,0.154,,1877.063,0.154,0
Mon Feb  6 10:50:47 2017,35.312,-0.125,35.437,TRUE,1873.731,0.154,,1873.731,0.154,0
Mon Feb  6 10:50:50 2017,35.375,-0.125,35.5,TRUE,1877.063,0.155,,1877.063,0.155,0
Mon Feb  6 10:50:53 2017,35.375,-0.125,35.5,TRUE,1877.063,0.155,,1877.063,0.155,0
Mon Feb  6 10:50:55 2017,35.375,-0.125,35.5,TRUE,1877.063,0.155,,1877.063,0.155,0
Mon Feb  6 10:50:58 2017,35.375,-0.125,35.5,TRUE,1877.063,0.156,,1877.063,0.156,0
Mon Feb  6 10:51:01 2017,35.312,-0.125,35.437,TRUE,1873.731,0.156,,1873.731,0.156,0
Mon Feb  6 10:51:04 2017,35.312,-0.125,35.437,TRUE,1873.731,0.156,,1873.731,0.156,0
Mon Feb  6 10:51:06 2017,35.312,-0.125,35.437,TRUE,1873.731,0.157,,1873.731,0.157,0
Mon Feb  6 10:51:09 2017,35.25,-0.125,35.375,TRUE,1870.453,0.157,,1870.453,0.157,0
Mon Feb  6 10:51:12 2017,35.25,-0.125,35.375,TRUE,1870.453,0.157,,1870.453,0.157,0
Mon Feb  6 10:51:15 2017,35.25,-0.125,35.375,TRUE,1870.453,0.157,,1870.453,0.157,0
Mon Feb  6 10:51:17 2017,35.187,-0.125,35.312,TRUE,1867.122,0.158,,1867.122,0.158,0
Mon Feb  6 10:51:20 2017,35.187,-0.125,35.312,TRUE,1867.122,0.158,,1867.122,0.158,0
Mon Feb  6 10:51:23 2017,35.187,-0.125,35.312,TRUE,1867.122,0.158,,1867.122,0.158,0
Mon Feb  6 10:51:26 2017,35.125,-0.125,35.25,TRUE,1863.844,0.159,,1863.844,0.159,0
Mon Feb  6 10:51:29 2017,35.125,-0.125,35.25,TRUE,1863.844,0.159,,1863.844,0.159,0
Mon Feb  6 10:51:31 2017,35.125,-0.125,35.25,TRUE,1863.844,0.159,,1863.844,0.159,0
Mon Feb  6 10:51:34 2017,35.062,-0.125,35.187,TRUE,1860.513,0.16,,1860.513,0.16,0
Mon Feb  6 10:51:37 2017,35,-0.125,35.125,TRUE,1857.234,0.16,,1857.234,0.16,0
Mon Feb  6 10:51:40 2017,35,-0.125,35.125,TRUE,1857.234,0.16,,1857.234,0.16,0
Mon Feb  6 10:51:42 2017,34.875,-0.125,35,TRUE,1850.625,0.161,,1850.625,0.161,0
Mon Feb  6 10:51:45 2017,34.875,-0.062,34.937,TRUE,1847.294,0.161,,1847.294,0.161,0
Mon Feb  6 10:51:48 2017,34.812,-0.125,34.937,TRUE,1847.294,0.161,,1847.294,0.161,0
Mon Feb  6 10:51:51 2017,34.75,-0.062,34.812,TRUE,1840.684,0.161,,1840.684,0.161,0
Mon Feb  6 10:51:54 2017,34.687,-0.125,34.812,TRUE,1840.684,0.162,,1840.684,0.162,0
Mon Feb  6 10:51:56 2017,34.625,-0.125,34.75,TRUE,1837.406,0.162,,1837.406,0.162,0
Mon Feb  6 10:51:59 2017,34.562,-0.125,34.687,TRUE,1834.075,0.162,,1834.075,0.162,0
Mon Feb  6 10:52:02 2017,34.5,-0.125,34.625,TRUE,1830.797,0.163,,1830.797,0.163,0
Mon Feb  6 10:52:05 2017,34.375,-0.125,34.5,TRUE,1824.188,0.163,,1824.188,0.163,0
Mon Feb  6 10:52:07 2017,34.25,-0.125,34.375,TRUE,1817.578,0.163,,1817.578,0.163,0
Mon Feb  6 10:52:10 2017,34.125,-0.125,34.25,TRUE,1810.969,0.163,,1810.969,0.163,0
Mon Feb  6 10:52:13 2017,33.937,-0.062,33.999,TRUE,1797.697,0.164,,1797.697,0.164,0
Mon Feb  6 10:52:16 2017,33.75,-0.125,33.875,TRUE,1791.141,0.164,,1791.141,0.164,0
Mon Feb  6 10:52:18 2017,33.562,-0.062,33.624,TRUE,1777.869,0.164,,1777.869,0.164,0
Mon Feb  6 10:52:21 2017,33.312,-0.062,33.374,TRUE,1764.65,0.165,,1764.65,0.165,0
Mon Feb  6 10:52:24 2017,33.062,-0.125,33.187,TRUE,1754.763,0.165,,1754.763,0.165,0
Mon Feb  6 10:52:27 2017,32.812,-0.062,32.874,TRUE,1738.213,0.165,,1738.213,0.165,0
Mon Feb  6 10:52:30 2017,32.562,-0.062,32.624,TRUE,1724.994,0.165,,1724.994,0.165,0
Mon Feb  6 10:52:32 2017,32.25,-0.125,32.375,TRUE,1711.828,0.166,,1711.828,0.166,0
Mon Feb  6 10:52:35 2017,32,-0.062,32.062,TRUE,1695.278,0.166,,1695.278,0.166,0
Mon Feb  6 10:52:38 2017,31.687,-0.125,31.812,TRUE,1682.06,0.166,,1682.06,0.166,0
Mon Feb  6 10:52:41 2017,31.375,-0.125,31.5,TRUE,1665.563,0.167,,1665.563,0.167,0
Mon Feb  6 10:52:43 2017,31.062,-0.125,31.187,TRUE,1649.013,0.167,,1649.013,0.167,0
Mon Feb  6 10:52:46 2017,30.75,-0.125,30.875,TRUE,1632.516,0.167,,1632.516,0.167,0
Mon Feb  6 10:52:49 2017,30.437,-0.062,30.499,TRUE,1612.635,0.167,,1612.635,0.167,0
Mon Feb  6 10:52:52 2017,30.062,-0.125,30.187,TRUE,1596.138,0.168,,1596.138,0.168,0
Mon Feb  6 10:52:54 2017,29.812,-0.062,29.874,TRUE,1579.588,0.168,,1579.588,0.168,0
Mon Feb  6 10:52:57 2017,29.437,-0.125,29.562,TRUE,1563.091,0.171,,1563.091,0.171,0
Mon Feb  6 10:53:00 2017,29.125,-0.125,29.25,TRUE,1546.594,0.171,,1546.594,0.171,0
Mon Feb  6 10:53:03 2017,28.75,-0.062,28.812,TRUE,1523.435,0.171,,1523.435,0.171,0
Mon Feb  6 10:53:06 2017,28.5,-0.125,28.625,TRUE,1513.547,0.172,,1513.547,0.172,0
Mon Feb  6 10:53:08 2017,28.125,-0.125,28.25,TRUE,1493.719,0.172,,1493.719,0.172,0
Mon Feb  6 10:53:11 2017,27.75,-0.125,27.875,TRUE,1473.891,0.172,,1473.891,0.172,0
Mon Feb  6 10:53:14 2017,27.437,-0.125,27.562,TRUE,1457.341,0.172,,1457.341,0.172,0
Mon Feb  6 10:53:17 2017,27.125,-0.125,27.25,TRUE,1440.844,0.173,,1440.844,0.173,0
Mon Feb  6 10:53:19 2017,26.75,-0.062,26.812,TRUE,1417.685,0.173,,1417.685,0.173,0
Mon Feb  6 10:53:22 2017,26.437,-0.125,26.562,TRUE,1404.466,0.173,,1404.466,0.173,0
Mon Feb  6 10:53:25 2017,26.062,-0.062,26.124,TRUE,1381.307,0.173,,1381.307,0.173,0
Mon Feb  6 10:53:28 2017,25.75,-0.062,25.812,TRUE,1364.81,0.174,,1364.81,0.174,0
Mon Feb  6 10:53:31 2017,25.437,-0.062,25.499,TRUE,1348.26,0.174,,1348.26,0.174,0
Mon Feb  6 10:53:33 2017,25.062,-0.062,25.124,TRUE,1328.432,0.174,,1328.432,0.174,0
Mon Feb  6 10:53:36 2017,24.812,-0.062,24.874,TRUE,1315.213,0.174,,1315.213,0.174,0
Mon Feb  6 10:53:39 2017,24.437,-0.062,24.499,TRUE,1295.385,0.174,,1295.385,0.174,0
Mon Feb  6 10:53:42 2017,24.125,-0.062,24.187,TRUE,1278.888,0.175,,1278.888,0.175,0
Mon Feb  6 10:53:44 2017,23.812,-0.125,23.937,TRUE,1265.669,0.175,,1265.669,0.175,0
Mon Feb  6 10:53:47 2017,23.5,-0.062,23.562,TRUE,1245.841,0.175,,1245.841,0.175,0
Mon Feb  6 10:53:50 2017,23.187,-0.062,23.249,TRUE,1229.291,0.175,,1229.291,0.175,0
Mon Feb  6 10:53:53 2017,22.875,-0.062,22.937,TRUE,1212.794,0.175,,1212.794,0.175,0
Mon Feb  6 10:53:55 2017,22.625,-0.125,22.75,TRUE,1202.906,0.176,,1202.906,0.176,0
Mon Feb  6 10:53:58 2017,22.312,-0.125,22.437,TRUE,1186.356,0.176,,1186.356,0.176,0
Mon Feb  6 10:54:01 2017,22,-0.125,22.125,TRUE,1169.859,0.176,,1169.859,0.176,0
Mon Feb  6 10:54:04 2017,21.75,-0.125,21.875,TRUE,1156.641,0.176,,1156.641,0.176,0
Mon Feb  6 10:54:07 2017,21.5,-0.125,21.625,TRUE,1143.422,0.176,,1143.422,0.176,0
Mon Feb  6 10:54:09 2017,21.187,-0.125,21.312,TRUE,1126.872,0.179,,1126.872,0.179,0
Mon Feb  6 10:54:12 2017,20.937,-0.125,21.062,TRUE,1113.653,0.179,,1113.653,0.179,0
Mon Feb  6 10:54:15 2017,20.687,-0.125,20.812,TRUE,1100.435,0.179,,1100.435,0.179,0
Mon Feb  6 10:54:18 2017,20.437,-0.062,20.499,TRUE,1083.885,0.179,,1083.885,0.179,0
Mon Feb  6 10:54:20 2017,20.187,-0.125,20.312,TRUE,1073.997,0.179,,1073.997,0.179,0
Mon Feb  6 10:54:23 2017,19.937,-0.125,20.062,TRUE,1060.778,0.179,,1060.778,0.179,0
Mon Feb  6 10:54:26 2017,19.687,-0.125,19.812,TRUE,1047.56,0.18,,1047.56,0.18,0
Mon Feb  6 10:54:29 2017,19.437,-0.125,19.562,TRUE,1034.341,0.18,,1034.341,0.18,0
Mon Feb  6 10:54:32 2017,19.187,-0.125,19.312,TRUE,1021.122,0.18,,1021.122,0.18,0
Mon Feb  6 10:54:34 2017,19,-0.125,19.125,TRUE,1011.234,0.18,,1011.234,0.18,0
Mon Feb  6 10:54:37 2017,18.812,-0.125,18.937,TRUE,1001.294,0.18,,1001.294,0.18,0
Mon Feb  6 10:54:40 2017,18.687,-0.125,18.812,TRUE,994.685,0.18,,994.685,0.18,0
Mon Feb  6 10:54:43 2017,18.562,-0.125,18.687,TRUE,988.075,0.181,,988.075,0.181,0
Mon Feb  6 10:54:45 2017,18.5,-0.125,18.625,TRUE,984.797,0.181,,984.797,0.181,0
Mon Feb  6 10:54:48 2017,18.437,-0.125,18.562,TRUE,981.466,0.181,,981.466,0.181,0
Mon Feb  6 10:54:58 2017,18.437,-0.125,18.562,FALSE,0,0,0.181,0,0,0.181
Mon Feb  6 10:55:08 2017,18.437,-0.125,18.562,FALSE,,,,0,0,0
Mon Feb  6 10:55:18 2017,18.562,-0.125,18.687,FALSE,,,,0,0,0
Mon Feb  6 10:55:29 2017,18.625,-0.125,18.75,FALSE,,,,0,0,0
Mon Feb  6 10:55:39 2017,18.75,-0.125,18.875,FALSE,,,,0,0,0
Mon Feb  6 10:55:49 2017,18.812,-0.125,18.937,FALSE,,,,0,0,0
Mon Feb  6 10:55:59 2017,18.875,-0.125,19,FALSE,,,,0,0,0
Mon Feb  6 10:56:09 2017,18.937,-0.125,19.062,FALSE,,,,0,0,0
Mon Feb  6 10:56:19 2017,19,-0.125,19.125,FALSE,,,,0,0,0
Mon Feb  6 10:56:29 2017,19.062,-0.125,19.187,FALSE,,,,0,0,0
Mon Feb  6 10:56:39 2017,19.125,-0.125,19.25,FALSE,,,,0,0,0
Mon Feb  6 10:56:49 2017,19.187,-0.125,19.312,FALSE,,,,0,0,0
Mon Feb  6 10:56:59 2017,19.187,-0.125,19.312,FALSE,,,,0,0,0
Mon Feb  6 10:57:10 2017,19.25,-0.125,19.375,FALSE,,,,0,0,0
Mon Feb  6 10:57:20 2017,19.25,-0.125,19.375,FALSE,,,,0,0,0
Mon Feb  6 10:57:30 2017,19.25,-0.125,19.375,FALSE,,,,0,0,0
Mon Feb  6 10:57:40 2017,19.25,-0.125,19.375,FALSE,,,,0,0,0
Mon Feb  6 10:57:50 2017,19.25,-0.125,19.375,FALSE,,,,0,0,0
Mon Feb  6 10:58:00 2017,19.312,-0.125,19.437,FALSE,,,,0,0,0
Mon Feb  6 10:58:10 2017,19.312,-0.125,19.437,FALSE,,,,0,0,0
Mon Feb  6 10:58:20 2017,19.25,-0.125,19.375,FALSE,,,,0,0,0
Mon Feb  6 10:58:30 2017,19.312,-0.125,19.437,FALSE,,,,0,0,0
Mon Feb  6 10:58:40 2017,19.375,-0.125,19.5,FALSE,,,,0,0,0
Mon Feb  6 10:58:51 2017,19.375,-0.187,19.562,FALSE,,,,0,0,0
Mon Feb  6 10:59:01 2017,19.5,-0.187,19.687,FALSE,,,,0,0,0
Mon Feb  6 10:59:11 2017,19.687,-0.187,19.874,FALSE,,,,0,0,0
Mon Feb  6 10:59:21 2017,19.875,-0.187,20.062,FALSE,,,,0,0,0
Mon Feb  6 10:59:31 2017,20.062,-0.187,20.249,FALSE,,,,0,0,0
Mon Feb  6 10:59:41 2017,20.312,-0.187,20.499,FALSE,,,,0,0,0
Mon Feb  6 10:59:51 2017,20.562,-0.187,20.749,FALSE,,,,0,0,0
Mon Feb  6 11:00:21 2017,21.5,-0.187,21.687,FALSE,,,,0,0,0
Mon Feb  6 11:00:51 2017,22.562,-0.187,22.749,FALSE,,,,0,0,0
Mon Feb  6 11:01:21 2017,23.812,-0.187,23.999,FALSE,,,,0,0,0
Mon Feb  6 11:01:51 2017,25.312,-0.187,25.499,FALSE,,,,0,0,0
Mon Feb  6 11:02:21 2017,26.937,-0.187,27.124,FALSE,,,,0,0,0
Mon Feb  6 11:02:51 2017,28.75,-0.187,28.937,FALSE,,,,0,0,0
Mon Feb  6 11:03:21 2017,30.687,-0.187,30.874,FALSE,,,,0,0,0
Mon Feb  6 11:03:51 2017,32.625,-0.187,32.812,FALSE,,,,0,0,0
Mon Feb  6 11:04:13 2017,34,-0.187,34.187,TRUE,1807.638,0,,1807.638,0,0
Mon Feb  6 11:04:15 2017,34.25,-0.187,34.437,TRUE,1820.856,0.001,,1820.856,0.001,0
Mon Feb  6 11:04:18 2017,34.875,-0.25,35.125,TRUE,1857.234,0.001,,1857.234,0.001,0
Mon Feb  6 11:04:21 2017,35.937,-0.187,36.124,TRUE,1910.056,0.001,,1910.056,0.001,0
Mon Feb  6 11:04:24 2017,37.25,-0.187,37.437,TRUE,1979.481,0.002,,1979.481,0.002,0
Mon Feb  6 11:04:27 2017,38.562,-0.187,38.749,TRUE,2048.853,0.002,,2048.853,0.002,0
Mon Feb  6 11:04:29 2017,39.875,-0.187,40.062,TRUE,2118.278,0.002,,2118.278,0.002,0
Mon Feb  6 11:04:32 2017,41.125,-0.187,41.312,TRUE,2184.372,0.003,,2184.372,0.003,0
Mon Feb  6 11:04:35 2017,42.312,-0.187,42.499,TRUE,2247.135,0.003,,2247.135,0.003,0
Mon Feb  6 11:04:38 2017,43.375,-0.187,43.562,TRUE,2303.341,0.003,,2303.341,0.003,0
Mon Feb  6 11:04:40 2017,44.375,-0.187,44.562,TRUE,2356.216,0.004,,2356.216,0.004,0
Mon Feb  6 11:04:43 2017,45.312,-0.187,45.499,TRUE,2405.76,0.004,,2405.76,0.004,0
Mon Feb  6 11:04:46 2017,46.125,-0.187,46.312,TRUE,2448.747,0.005,,2448.747,0.005,0
Mon Feb  6 11:04:49 2017,46.937,-0.187,47.124,TRUE,2491.681,0.005,,2491.681,0.005,0
Mon Feb  6 11:04:51 2017,47.625,-0.187,47.812,TRUE,2528.059,0.005,,2528.059,0.005,0
Mon Feb  6 11:04:54 2017,48.25,-0.187,48.437,TRUE,2561.106,0.006,,2561.106,0.006,0
Mon Feb  6 11:04:57 2017,48.812,-0.187,48.999,TRUE,2590.822,0.006,,2590.822,0.006,0
Mon Feb  6 11:05:00 2017,49.312,-0.187,49.499,TRUE,2617.26,0.007,,2617.26,0.007,0
Mon Feb  6 11:05:03 2017,49.75,-0.187,49.937,TRUE,2640.419,0.007,,2640.419,0.007,0
Mon Feb  6 11:05:05 2017,50.187,-0.187,50.374,TRUE,2663.525,0.008,,2663.525,0.008,0
Mon Feb  6 11:05:08 2017,50.5,-0.187,50.687,TRUE,2680.075,0.008,,2680.075,0.008,0
Mon Feb  6 11:05:11 2017,50.812,-0.25,51.062,TRUE,2699.903,0.008,,2699.903,0.008,0
Mon Feb  6 11:05:14 2017,51.125,-0.187,51.312,TRUE,2713.122,0.009,,2713.122,0.009,0
Mon Feb  6 11:05:16 2017,51.375,-0.187,51.562,TRUE,2726.341,0.009,,2726.341,0.009,0
Mon Feb  6 11:05:19 2017,51.5,-0.187,51.687,TRUE,2732.95,0.01,,2732.95,0.01,0
Mon Feb  6 11:05:22 2017,51.687,-0.187,51.874,TRUE,2742.838,0.01,,2742.838,0.01,0
Mon Feb  6 11:05:25 2017,51.812,-0.187,51.999,TRUE,2749.447,0.011,,2749.447,0.011,0
Mon Feb  6 11:05:28 2017,51.937,-0.187,52.124,TRUE,2756.056,0.011,,2756.056,0.011,0
Mon Feb  6 11:05:30 2017,51.937,-0.187,52.124,TRUE,2756.056,0.012,,2756.056,0.012,0
Mon Feb  6 11:05:33 2017,52,-0.187,52.187,TRUE,2759.388,0.012,,2759.388,0.012,0
Mon Feb  6 11:05:36 2017,52,-0.187,52.187,TRUE,2759.388,0.013,,2759.388,0.013,0
Mon Feb  6 11:05:39 2017,52,-0.187,52.187,TRUE,2759.388,0.013,,2759.388,0.013,0
Mon Feb  6 11:05:41 2017,51.937,-0.187,52.124,TRUE,2756.056,0.014,,2756.056,0.014,0
Mon Feb  6 11:05:44 2017,51.937,-0.187,52.124,TRUE,2756.056,0.014,,2756.056,0.014,0
Mon Feb  6 11:05:47 2017,51.875,-0.187,52.062,TRUE,2752.778,0.014,,2752.778,0.014,0
Mon Feb  6 11:05:50 2017,51.75,-0.187,51.937,TRUE,2746.169,0.015,,2746.169,0.015,0
Mon Feb  6 11:05:52 2017,51.687,-0.187,51.874,TRUE,2742.838,0.015,,2742.838,0.015,0
Mon Feb  6 11:05:55 2017,51.562,-0.187,51.749,TRUE,2736.228,0.016,,2736.228,0.016,0
Mon Feb  6 11:05:58 2017,51.437,-0.187,51.624,TRUE,2729.619,0.016,,2729.619,0.016,0
Mon Feb  6 11:06:01 2017,51.312,-0.187,51.499,TRUE,2723.01,0.017,,2723.01,0.017,0
Mon Feb  6 11:06:04 2017,51.187,-0.187,51.374,TRUE,2716.4,0.017,,2716.4,0.017,0
Mon Feb  6 11:06:06 2017,51.062,-0.187,51.249,TRUE,2709.791,0.018,,2709.791,0.018,0
Mon Feb  6 11:06:09 2017,50.875,-0.187,51.062,TRUE,2699.903,0.018,,2699.903,0.018,0
Mon Feb  6 11:06:12 2017,50.687,-0.187,50.874,TRUE,2689.963,0.019,,2689.963,0.019,0
Mon Feb  6 11:06:15 2017,50.562,-0.187,50.749,TRUE,2683.353,0.019,,2683.353,0.019,0
Mon Feb  6 11:06:17 2017,50.375,-0.187,50.562,TRUE,2673.466,0.019,,2673.466,0.019,0
Mon Feb  6 11:06:20 2017,50.187,-0.187,50.374,TRUE,2663.525,0.02,,2663.525,0.02,0
Mon Feb  6 11:06:23 2017,50,-0.187,50.187,TRUE,2653.638,0.02,,2653.638,0.02,0
Mon Feb  6 11:06:26 2017,49.812,-0.187,49.999,TRUE,2643.697,0.021,,2643.697,0.021,0
Mon Feb  6 11:06:29 2017,49.625,-0.187,49.812,TRUE,2633.809,0.021,,2633.809,0.021,0
Mon Feb  6 11:06:31 2017,49.437,-0.187,49.624,TRUE,2623.869,0.022,,2623.869,0.022,0
Mon Feb  6 11:06:34 2017,49.25,-0.187,49.437,TRUE,2613.981,0.022,,2613.981,0.022,0
Mon Feb  6 11:06:37 2017,49.062,-0.187,49.249,TRUE,2604.041,0.022,,2604.041,0.022,0
Mon Feb  6 11:06:40 2017,48.875,-0.187,49.062,TRUE,2594.153,0.023,,2594.153,0.023,0
Mon Feb  6 11:06:42 2017,48.687,-0.187,48.874,TRUE,2584.213,0.023,,2584.213,0.023,0
Mon Feb  6 11:06:45 2017,48.5,-0.187,48.687,TRUE,2574.325,0.028,,2574.325,0.028,0
Mon Feb  6 11:06:48 2017,48.25,-0.187,48.437,TRUE,2561.106,0.028,,2561.106,0.028,0
Mon Feb  6 11:06:51 2017,48.062,-0.187,48.249,TRUE,2551.166,0.029,,2551.166,0.029,0
Mon Feb  6 11:06:54 2017,47.875,-0.187,48.062,TRUE,2541.278,0.029,,2541.278,0.029,0
Mon Feb  6 11:06:56 2017,47.687,-0.187,47.874,TRUE,2531.338,0.029,,2531.338,0.029,0
Mon Feb  6 11:06:59 2017,47.5,-0.187,47.687,TRUE,2521.45,0.03,,2521.45,0.03,0
Mon Feb  6 11:07:02 2017,47.312,-0.187,47.499,TRUE,2511.51,0.03,,2511.51,0.03,0
Mon Feb  6 11:07:05 2017,47.125,-0.187,47.312,TRUE,2501.622,0.031,,2501.622,0.031,0
Mon Feb  6 11:07:07 2017,46.937,-0.187,47.124,TRUE,2491.681,0.031,,2491.681,0.031,0
Mon Feb  6 11:07:10 2017,46.75,-0.187,46.937,TRUE,2481.794,0.031,,2481.794,0.031,0
Mon Feb  6 11:07:13 2017,46.562,-0.187,46.749,TRUE,2471.853,0.032,,2471.853,0.032,0
Mon Feb  6 11:07:16 2017,46.375,-0.187,46.562,TRUE,2461.966,0.032,,2461.966,0.032,0
Mon Feb  6 11:07:18 2017,46.187,-0.187,46.374,TRUE,2452.025,0.033,,2452.025,0.033,0
Mon Feb  6 11:07:21 2017,46.062,-0.187,46.249,TRUE,2445.416,0.033,,2445.416,0.033,0
Mon Feb  6 11:07:24 2017,45.812,-0.187,45.999,TRUE,2432.197,0.034,,2432.197,0.034,0
Mon Feb  6 11:07:27 2017,45.687,-0.187,45.874,TRUE,2425.588,0.034,,2425.588,0.034,0
Mon Feb  6 11:07:30 2017,45.5,-0.187,45.687,TRUE,2415.7,0.034,,2415.7,0.034,0
Mon Feb  6 11:07:32 2017,45.312,-0.187,45.499,TRUE,2405.76,0.035,,2405.76,0.035,0
Mon Feb  6 11:07:35 2017,45.187,-0.187,45.374,TRUE,2399.15,0.035,,2399.15,0.035,0
Mon Feb  6 11:07:38 2017,45,-0.187,45.187,TRUE,2389.263,0.036,,2389.263,0.036,0
Mon Feb  6 11:07:41 2017,44.812,-0.187,44.999,TRUE,2379.322,0.036,,2379.322,0.036,0
Mon Feb  6 11:07:43 2017,44.687,-0.187,44.874,TRUE,2372.713,0.036,,2372.713,0.036,0
Mon Feb  6 11:07:46 2017,44.5,-0.187,44.687,TRUE,2362.825,0.037,,2362.825,0.037,0
Mon Feb  6 11:07:49 2017,44.375,-0.187,44.562,TRUE,2356.216,0.037,,2356.216,0.037,0
Mon Feb  6 11:07:52 2017,44.187,-0.187,44.374,TRUE,2346.275,0.037,,2346.275,0.037,0
Mon Feb  6 11:07:55 2017,44.062,-0.187,44.249,TRUE,2339.666,0.038,,2339.666,0.038,0
Mon Feb  6 11:07:57 2017,43.875,-0.187,44.062,TRUE,2329.778,0.038,,2329.778,0.038,0
Mon Feb  6 11:08:00 2017,43.75,-0.187,43.937,TRUE,2323.169,0.039,,2323.169,0.039,0
Mon Feb  6 11:08:03 2017,43.625,-0.187,43.812,TRUE,2316.559,0.039,,2316.559,0.039,0
Mon Feb  6 11:08:06 2017,43.5,-0.125,43.625,TRUE,2306.672,0.039,,2306.672,0.039,0
Mon Feb  6 11:08:08 2017,43.375,-0.187,43.562,TRUE,2303.341,0.04,,2303.341,0.04,0
Mon Feb  6 11:08:11 2017,43.25,-0.187,43.437,TRUE,2296.731,0.04,,2296.731,0.04,0
Mon Feb  6 11:08:14 2017,43.125,-0.187,43.312,TRUE,2290.122,0.041,,2290.122,0.041,0
Mon Feb  6 11:08:17 2017,43,-0.125,43.125,TRUE,2280.234,0.041,,2280.234,0.041,0
Mon Feb  6 11:08:19 2017,42.875,-0.187,43.062,TRUE,2276.903,0.041,,2276.903,0.041,0
Mon Feb  6 11:08:22 2017,42.687,-0.187,42.874,TRUE,2266.963,0.042,,2266.963,0.042,0
Mon Feb  6 11:08:25 2017,42.625,-0.125,42.75,TRUE,2260.406,0.042,,2260.406,0.042,0
Mon Feb  6 11:08:28 2017,42.5,-0.187,42.687,TRUE,2257.075,0.042,,2257.075,0.042,0
